--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-31756	 149883	 149883	 18	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
--totals	-20672	 149883	 149883	 19	 5065	 4974	 4946	 5018	 
